name,command,host_access,usrgrpid,groupid,hostgroup-name,description,confirmation,type,execute_on,timeout,scope,port,authtype,username,password,publickey,privatekey,menu_path
LIGAR C2 Ilum Salas Terreo QDLE TER A,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F0002B5CBE3/2 -m ""1""",2,0,335,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE_TER_A,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C1 Ilum Terreo QDLE TER A,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F0002B5CBE3/1 -m ""0""",2,0,335,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE_TER_A,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C2 Ilum Salas Terreo QDLE TER A,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F0002B5CBE3/2 -m ""0""",2,0,335,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE_TER_A,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C1 Ilum 1SS QDLE-SS-A,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000AB18AF4/1 -m ""1""",2,0,336,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-A,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C2 Ilum 1SS QDLE-SS-A,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000AB18AF4/2 -m ""1""",2,0,336,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-A,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C1 Ilum 1SS QDLE-SS-A,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000AB18AF4/1 -m ""0""",2,0,336,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-A,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C2 Ilum 1SS QDLE-SS-A,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000AB18AF4/2 -m ""0""",2,0,336,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-A,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C1 Ilum 2SS QDLE-SS-B,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000291C4C4/9 -m ""1""",2,0,337,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-B,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C2 Ilum 2SS QDLE-SS-B,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000291C4C4/10 -m ""1""",2,0,337,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-B,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C3 Ilum 1SS QDLE-SS-B,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000291C4C4/11 -m ""1""",2,0,337,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-B,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C4 Ilum 1SS QDLE-SS-B,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000291C4C4/12 -m ""1""",2,0,337,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-B,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C1 Ilum 2SS QDLE-SS-B,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000291C4C4/9 -m ""0""",2,0,337,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-B,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C2 Ilum 2SS QDLE-SS-B,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000291C4C4/10 -m ""0""",2,0,337,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-B,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C3 Ilum 1SS QDLE-SS-B,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000291C4C4/11 -m ""0""",2,0,337,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-B,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C4 Ilum 1SS QDLE-SS-B,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000291C4C4/12 -m ""0""",2,0,337,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-B,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C1 Ilum 2SS QDLE-SS-C,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00053645AC/9 -m ""1""",2,0,338,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-C,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C2 Ilum 2SS QDLE-SS-C,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00053645AC/10 -m ""1""",2,0,338,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-C,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C4 Ilum 1SS QDLE-SS-C,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00053645AC/12 -m ""1""",2,0,338,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-C,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C3 Ilum 1SS QDLE-SS-C,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00053645AC/11 -m ""1""",2,0,338,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-C,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C1 Ilum 2SS QDLE-SS-C,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00053645AC/9 -m ""0""",2,0,338,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-C,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C2 Ilum 2SS QDLE-SS-C,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00053645AC/10 -m ""0""",2,0,338,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-C,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C3 Ilum 1SS QDLE-SS-C,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00053645AC/11 -m ""0""",2,0,338,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-C,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C4 Ilum 1SS QDLE-SS-C,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00053645AC/12 -m ""0""",2,0,338,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-C,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C1 Ilum 2SS QDLE-SS-D,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000309244B/9 -m ""1""",2,0,339,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-D,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C2 Ilum 2SS QDLE-SS-D,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000309244B/10 -m ""1""",2,0,339,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-D,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C3 Ilum 1SS QDLE-SS-D,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000309244B/11 -m ""1""",2,0,339,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-D,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C4 Ilum 1SS QDLE-SS-D,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000309244B/12 -m ""1""",2,0,339,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-D,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C1 Ilum 2SS QDLE-SS-D,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000309244B/9 -m ""0""",2,0,339,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-D,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C2 Ilum 2SS QDLE-SS-D,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000309244B/10 -m ""0""",2,0,339,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-D,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C3 Ilum 1SS QDLE-SS-D,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000309244B/11 -m ""0""",2,0,339,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-D,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C4 Ilum 1SS QDLE-SS-D,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F000309244B/12 -m ""0""",2,0,339,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QDLE-SS-D,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR Exaustor VEX-1SS-01/02/03 QFE Exaust 1S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F0003E6C765/17 -m ""1""",2,0,340,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_1S,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C1 QFE Exaust 1S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F0003E6C765/18 -m ""1""",2,0,340,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_1S,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C2 QFE Exaust 1S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F0003E6C765/19 -m ""1""",2,0,340,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_1S,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR C3 QFE Exaust 1S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F0003E6C765/20 -m ""1""",2,0,340,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_1S,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C1 QFE Exaust 1S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F0003E6C765/18 -m ""0""",2,0,340,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_1S,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C2 QFE Exaust 1S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F0003E6C765/19 -m ""0""",2,0,340,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_1S,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR C3 QFE Exaust 1S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F0003E6C765/20 -m ""0""",2,0,340,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_1S,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR Exaustor VEX-1SS-01/02/03 QFE Exaust 1S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F0003E6C765/17 -m ""0""",2,0,340,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_1S,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR Exaustor VEX-2SS-01/02/03 QFE Exaust 2S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00029930C1/17 -m ""0""",2,0,341,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_2S,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR CC1 QFE Exaust 2S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00029930C1/18 -m ""1""",2,0,341,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_2S,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR CC2 QFE Exaust 2S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00029930C1/19 -m ""1""",2,0,341,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_2S,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR CC3 QFE Exaust 2S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00029930C1/20 -m ""0""",2,0,341,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_2S,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR CC1 QFE Exaust 2S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00029930C1/18 -m ""0""",2,0,341,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_2S,,Tem certeza?,0,1,30s,2,,0,,,,,
DESLIGAR CC2 QFE Exaust 2S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00029930C1/19 -m ""0""",2,0,341,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_2S,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR CC3 QFE Exaust 2S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00029930C1/20 -m ""1""",2,0,341,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_2S,,Tem certeza?,0,1,30s,2,,0,,,,,
LIGAR Exaustor VEX-2SS-01/02/03 QFE Exaust 2S,"mosquitto_pub -h 192.168.0.51 -t gw/000D6F001665BA57/onoffcmd/000D6F00029930C1/17 -m ""1""",2,0,341,ROOT/CONDOMINIO VILLAGGIO/TORRE B/AREA COMUM/QUADROS/AREA QFE_Exaust_2S,,Tem certeza?,0,1,30s,2,,0,,,,,
